Log,LoggingLevel,Method
"Exception thrown by downstream processor, unable to continue.",error,<org.apache.zookeeper.server.quorum.CommitProcessor$CommitWorkRequest: void cleanup()>
Shutting down,info,<org.apache.zookeeper.server.SessionTrackerImpl: void shutdown()>
"We lose the quorum, but we do not have any valid followers Oracle:<*>",debug,<org.apache.zookeeper.server.quorum.flexible.QuorumOracleMaj: boolean containsQuorum(java.util.Set)>
connectToLearnerMasterLimit set to <*>,info,<org.apache.zookeeper.server.quorum.QuorumPeer: void setConnectToLearnerMasterLimit(int)>
Invalid name \<*>\ for class <*>,warn,"<org.apache.zookeeper.jmx.MBeanRegistry: javax.management.ObjectName makeObjectName(java.lang.String,org.apache.zookeeper.jmx.ZKMBeanInfo)>"
Created server with tickTime <*> ms minSessionTimeout <*> ms maxSessionTimeout <*> ms clientPortListenBacklog <*> datadir <*> snapdir <*>,info,"<org.apache.zookeeper.server.ZooKeeperServer: void <init>(org.apache.zookeeper.server.persistence.FileTxnSnapLog,int,int,int,int,org.apache.zookeeper.server.ZKDatabase,java.lang.String,boolean)>"
Shutting down,info,<org.apache.zookeeper.server.quorum.FollowerRequestProcessor: void shutdown()>
Unexpected exception,debug,"<org.apache.zookeeper.common.ZKHostnameVerifier: boolean verify(java.lang.String,javax.net.ssl.SSLSession)>"
Using <*> as server connection factory,info,<org.apache.zookeeper.server.ServerCnxnFactory: org.apache.zookeeper.server.ServerCnxnFactory createFactory()>
"Invalid arguments, exiting abnormally",error,<org.apache.zookeeper.server.quorum.QuorumPeerMain: void main(java.lang.String)>
Usage: QuorumPeerMain configfile,info,<org.apache.zookeeper.server.quorum.QuorumPeerMain: void main(java.lang.String)>
"Invalid config, exiting abnormally",error,<org.apache.zookeeper.server.quorum.QuorumPeerMain: void main(java.lang.String)>
"Unable to access datadir, exiting abnormally",error,<org.apache.zookeeper.server.quorum.QuorumPeerMain: void main(java.lang.String)>
"Unable to start AdminServer, exiting abnormally",error,<org.apache.zookeeper.server.quorum.QuorumPeerMain: void main(java.lang.String)>
"Unexpected exception, exiting abnormally",error,<org.apache.zookeeper.server.quorum.QuorumPeerMain: void main(java.lang.String)>
Exiting normally,info,<org.apache.zookeeper.server.quorum.QuorumPeerMain: void main(java.lang.String)>
<*> not found! Creating with a reasonable default of <*>. This should only happen when you are upgrading your installation,info,<org.apache.zookeeper.server.quorum.QuorumPeer: void loadDataBase()>
<*> found. Setting current epoch to <*>.,info,<org.apache.zookeeper.server.quorum.QuorumPeer: void loadDataBase()>
<*> not found! Creating with a reasonable default of <*>. This should only happen when you are upgrading your installation,info,<org.apache.zookeeper.server.quorum.QuorumPeer: void loadDataBase()>
Unable to load database on disk,error,<org.apache.zookeeper.server.quorum.QuorumPeer: void loadDataBase()>
"Fatal error, JVM should exit with code <*>. Actually System.exit is disabled",error,<org.apache.zookeeper.util.ServiceUtils: void lambda$static$1(java.lang.Integer)>
Committing global session x<*>,info,"<org.apache.zookeeper.server.quorum.LeaderSessionTracker: boolean commitSession(long,int)>"
"Either no config or no quorum defined in config, running in standalone mode",warn,<org.apache.zookeeper.server.quorum.QuorumPeerMain: void initializeAndRun(java.lang.String)>
Attempting to reset default SSL context after receiving watch event: <*> with context: <*>,debug,"<org.apache.zookeeper.common.X509Util: void handleWatchEvent(java.nio.file.Path,java.nio.file.WatchEvent)>"
Ignoring watch event and keeping previous default SSL context. Event kind: <*> with context: <*>,debug,"<org.apache.zookeeper.common.X509Util: void handleWatchEvent(java.nio.file.Path,java.nio.file.WatchEvent)>"
ReadOnlyRequestProcessor exited loop!,info,<org.apache.zookeeper.server.quorum.ReadOnlyRequestProcessor: void run()>
shutdown Observer,info,<org.apache.zookeeper.server.quorum.Observer: void shutdown()>
saslClient.evaluateChallenge(len=<*>),debug,<org.apache.zookeeper.client.ZooKeeperSaslClient$1: byte run()>
"Highest txn zxid x<*> is not covering the snapshot digest zxid x<*>, which might lead to inconsistent state",warn,"<org.apache.zookeeper.server.persistence.FileTxnSnapLog: long lambda$restore$0(org.apache.zookeeper.server.DataTree,java.util.Map,org.apache.zookeeper.server.persistence.FileTxnSnapLog$PlayBackListener)>"
Opening channel to server <*>,debug,<org.apache.zookeeper.server.quorum.QuorumCnxManager: void testInitiateConnection(long)>
Ignoring addWatch with closed cnxn,debug,"<org.apache.zookeeper.server.watch.WatchManager: boolean addWatch(java.lang.String,org.apache.zookeeper.Watcher,org.apache.zookeeper.server.watch.WatcherMode)>"
Exception during shutdown,warn,<org.apache.zookeeper.server.controller.CommandClient: void close()>
RecvWorker thread towards <*> started. myId: <*>,debug,<org.apache.zookeeper.server.quorum.QuorumCnxManager$RecvWorker: void run()>
Interrupting SendWorker thread from RecvWorker. sid: <*>. myId: <*>,warn,<org.apache.zookeeper.server.quorum.QuorumCnxManager$RecvWorker: void run()>
"Connection broken for id <*>, my id = <*>",warn,<org.apache.zookeeper.server.quorum.QuorumCnxManager$RecvWorker: void run()>
Interrupting SendWorker thread from RecvWorker. sid: <*>. myId: <*>,warn,<org.apache.zookeeper.server.quorum.QuorumCnxManager$RecvWorker: void run()>
Interrupting SendWorker thread from RecvWorker. sid: <*>. myId: <*>,warn,<org.apache.zookeeper.server.quorum.QuorumCnxManager$RecvWorker: void run()>
Ignoring unexpected exception during close <*>,warn,<org.apache.zookeeper.server.quorum.Leader: void closeSockets()>
zookeeper.enforce.auth.enabled is true zookeeper.enforce.auth.schemes must be  configured.,error,<org.apache.zookeeper.server.AuthenticationHelper: void validateConfiguredProperties()>
<*> is not a valid value for preAllocSize,warn,<org.apache.zookeeper.server.persistence.FilePadding: void <clinit>()>
Unexpected exception,warn,"<org.apache.zookeeper.ServerAdminClient: void dump(java.lang.String,int)>"
Unexpected exception,warn,"<org.apache.zookeeper.ServerAdminClient: void dump(java.lang.String,int)>"
Unexpected exception,warn,"<org.apache.zookeeper.ServerAdminClient: void dump(java.lang.String,int)>"
Unexpected exception,warn,"<org.apache.zookeeper.ServerAdminClient: void dump(java.lang.String,int)>"
Processing request:: <*>,debug,<org.apache.zookeeper.server.FinalRequestProcessor: void processRequest(org.apache.zookeeper.server.Request)>
Failed to process <*>,error,<org.apache.zookeeper.server.FinalRequestProcessor: void processRequest(org.apache.zookeeper.server.Request)>
Dumping request buffer for request type <*>: x<*>,error,<org.apache.zookeeper.server.FinalRequestProcessor: void processRequest(org.apache.zookeeper.server.Request)>
FIXMSG,error,<org.apache.zookeeper.server.FinalRequestProcessor: void processRequest(org.apache.zookeeper.server.Request)>
Session closing: x<*>,trace,<org.apache.zookeeper.server.SessionTrackerImpl: void setSessionClosing(long)>
Calling SendWorker.finish for <*>,debug,<org.apache.zookeeper.server.quorum.QuorumCnxManager$SendWorker: boolean finish()>
Removing entry from senderWorkerMap sid=<*>,debug,<org.apache.zookeeper.server.quorum.QuorumCnxManager$SendWorker: boolean finish()>
Reading configuration from: <*>,info,<org.apache.zookeeper.server.quorum.flexible.QuorumHierarchical: void readConfigFile(java.lang.String)>
log,<init>,"<org.apache.zookeeper.server.PurgeTxnLog: void purgeOlderSnapshots(org.apache.zookeeper.server.persistence.FileTxnSnapLog,java.io.File)>"
snapshot,<init>,"<org.apache.zookeeper.server.PurgeTxnLog: void purgeOlderSnapshots(org.apache.zookeeper.server.persistence.FileTxnSnapLog,java.io.File)>"
child removed during quota check,debug,"<org.apache.zookeeper.cli.SetQuotaCommand: void checkIfParentQuota(org.apache.zookeeper.ZooKeeper,java.lang.String)>"
Oracle is set to <*>,info,<org.apache.zookeeper.server.quorum.flexible.QuorumOracleMaj: void setOracle(java.lang.String)>
Oracle is already set. Ignore:<*>,warn,<org.apache.zookeeper.server.quorum.flexible.QuorumOracleMaj: void setOracle(java.lang.String)>
Local session upgrading <*>,info,<org.apache.zookeeper.server.quorum.QuorumPeer: void enableLocalSessionsUpgrading(boolean)>
Shutting down,info,<org.apache.zookeeper.server.quorum.LeaderRequestProcessor: void shutdown()>
Unexpected ops in select <*>,warn,<org.apache.zookeeper.server.NIOServerCnxnFactory$SelectorThread: void select()>
Ignoring IOException while selecting,warn,<org.apache.zookeeper.server.NIOServerCnxnFactory$SelectorThread: void select()>
ERROR: ACL not available for long <*>,error,<org.apache.zookeeper.server.ReferenceCountedACLCache: java.util.List convertLong(java.lang.Long)>
"Received an invalid flag value: , flag,  to convert to a CreateMode, ",error,<org.apache.zookeeper.CreateMode: org.apache.zookeeper.CreateMode fromFlag(int)>
"configuration znode missing (should only happen during upgrade), creating the node",warn,<org.apache.zookeeper.server.ZKDatabase: void initConfigInZKDatabase(org.apache.zookeeper.server.quorum.flexible.QuorumVerifier)>
Starting quorum peer from peer config,info,<org.apache.zookeeper.server.controller.ControllerService: void runFromConfig(org.apache.zookeeper.server.quorum.QuorumPeerConfig)>
"Thread <*> exits, error code <*>",info,"<org.apache.zookeeper.server.ZooKeeperServerListenerImpl: void notifyStopping(java.lang.String,int)>"
Purge task is already running.,warn,<org.apache.zookeeper.server.DatadirCleanupManager: void start()>
Purge task is not scheduled.,info,<org.apache.zookeeper.server.DatadirCleanupManager: void start()>
RecvWorker.finish called. sid: <*>. myId: <*>,debug,<org.apache.zookeeper.server.quorum.QuorumCnxManager$RecvWorker: boolean finish()>
"id: <*>, proposed id: <*>, zxid: x<*>, proposed zxid: x<*>",debug,"<org.apache.zookeeper.server.quorum.FastLeaderElection: boolean totalOrderPredicate(long,long,long,long,long,long)>"
Event thread exiting due to interruption,error,<org.apache.zookeeper.ClientCnxn$EventThread: void run()>
EventThread shut down for session: x<*>,info,<org.apache.zookeeper.ClientCnxn$EventThread: void run()>
maxSessionTimeout set to <*> ms,info,<org.apache.zookeeper.server.ZooKeeperServer: void setMaxSessionTimeout(int)>
PrepRequestProcessor exited loop!,info,<org.apache.zookeeper.server.PrepRequestProcessor: void run()>
Committing request:: <*>,debug,<org.apache.zookeeper.server.quorum.CommitProcessor: void commit(org.apache.zookeeper.server.Request)>
Channel active <*>,trace,<org.apache.zookeeper.server.NettyServerCnxnFactory$CnxnChannelHandler: void channelActive(io.netty.channel.ChannelHandlerContext)>
Too many connections from <*> - max is <*>,warn,<org.apache.zookeeper.server.NettyServerCnxnFactory$CnxnChannelHandler: void channelActive(io.netty.channel.ChannelHandlerContext)>
"Zookeeper server is not running, close the connection to <*> before starting the TLS handshake",info,<org.apache.zookeeper.server.NettyServerCnxnFactory$CnxnChannelHandler: void channelActive(io.netty.channel.ChannelHandlerContext)>
NettyChannelHandler channelActive: remote=<*> local=<*>,trace,<org.apache.zookeeper.server.NettyServerCnxnFactory$CnxnChannelHandler: void channelActive(io.netty.channel.ChannelHandlerContext)>
Opened non-TLS connection from <*> but zkServer is not running,trace,<org.apache.zookeeper.server.NettyServerCnxnFactory$CnxnChannelHandler: void channelActive(io.netty.channel.ChannelHandlerContext)>
Bad argument or command,error,"<org.apache.zookeeper.server.controller.CommandListener$CommandHandler: void handle(java.lang.String,org.eclipse.jetty.server.Request,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>"
Failed processing the request,error,"<org.apache.zookeeper.server.controller.CommandListener$CommandHandler: void handle(java.lang.String,org.eclipse.jetty.server.Request,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>"
CommandListener processed command <*> with response code <*>,info,"<org.apache.zookeeper.server.controller.CommandListener$CommandHandler: void handle(java.lang.String,org.eclipse.jetty.server.Request,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>"
Disconnecting client for session: x<*>,debug,<org.apache.zookeeper.ClientCnxn: void disconnect()>
Got interrupted while waiting for the sender thread to close,warn,<org.apache.zookeeper.ClientCnxn: void disconnect()>
shutdown scheduledExecutor,info,<org.apache.zookeeper.server.util.RequestPathMetricsCollector: void shutdown()>
"Client authentication scheme(s) <*> does not match with any of the expected authentication scheme <*>, closing session.",error,"<org.apache.zookeeper.server.AuthenticationHelper: boolean enforceAuthentication(org.apache.zookeeper.server.ServerCnxn,int)>"
Initialized FollowerRequestProcessor with <*> as <*>,info,"<org.apache.zookeeper.server.quorum.FollowerRequestProcessor: void <init>(org.apache.zookeeper.server.quorum.FollowerZooKeeperServer,org.apache.zookeeper.server.RequestProcessor)>"
IO Exception occurred,warn,"<org.apache.zookeeper.server.controller.ControllableConnection: int sendResponse(org.apache.zookeeper.proto.ReplyHeader,org.apache.jute.Record,java.lang.String)>"
Controller is configured to NOT sending response back to client.,warn,"<org.apache.zookeeper.server.controller.ControllableConnection: int sendResponse(org.apache.zookeeper.proto.ReplyHeader,org.apache.jute.Record,java.lang.String)>"
<*> set to <*>,info,<org.apache.zookeeper.server.quorum.QuorumPeer: void setQuorumLearnerLoginContext(java.lang.String)>
,error,<org.apache.zookeeper.audit.Slf4jAuditLogger: void logAuditEvent(org.apache.zookeeper.audit.AuditEvent)>
,info,<org.apache.zookeeper.audit.Slf4jAuditLogger: void logAuditEvent(org.apache.zookeeper.audit.AuditEvent)>
,save,<org.apache.zookeeper.server.ZooKeeperServer: void takeSnapshot(boolean)>
"Severe unrecoverable error, exiting",error,<org.apache.zookeeper.server.ZooKeeperServer: void takeSnapshot(boolean)>
Snapshot taken in <*> ms,info,<org.apache.zookeeper.server.ZooKeeperServer: void takeSnapshot(boolean)>
Could not register connection,warn,<org.apache.zookeeper.server.quorum.LeaderZooKeeperServer: boolean registerJMX(org.apache.zookeeper.server.quorum.LearnerHandlerBean)>
Ignoring acl <*> as it does not exist in the cache,info,<org.apache.zookeeper.server.ReferenceCountedACLCache: void addUsage(java.lang.Long)>
queryMaxDepth predicate,logTopPaths,"<org.apache.zookeeper.server.util.RequestPathMetricsCollector: void dumpTopAggregatedPaths(java.io.PrintWriter,int,java.util.function.Predicate)>"
<*>(highestZxid) > <*>(next log) for type <*>,error,"<org.apache.zookeeper.server.persistence.FileTxnSnapLog: long fastForwardFromEdits(org.apache.zookeeper.server.DataTree,java.util.Map,org.apache.zookeeper.server.persistence.FileTxnSnapLog$PlayBackListener)>"
